['mmc2.xlsx', 'www.ncbi.nlm.nih.gov', 'PMC11462282']
['ekernf01/knockoffs_paper', 'github.com', 'PMC11642480']
['pbmc_10x_preset_10k', 'www.10xgenomics.com', 'PMC11642480']
['10.5281/zenodo.10063196', 'doi.org', 'PMC11642480']
['10.5281/zenodo.10063178', 'doi.org', 'PMC11642480']
['gsm4156608', 'geo', 'PMC11642480']
['10.5281/zenodo.10063164', 'doi.org', 'PMC11642480']
['chip-atlas', 'chip-atlas.org', 'PMC11642480']
['10.5281/zenodo.10063174', 'doi.org', 'PMC11642480']
['10.5281/zenodo.10688721', 'doi.org', 'PMC11642480']
['10.5281/zenodo.10063183', 'doi.org', 'PMC11642480']
['dream5', 'dreamchallenges.org', 'PMC11642480']
['10.1016/j.cels.2024.07.006', 'doi.org', 'PMC11642480']
['livingmg', 'adknowledgeportal.org', 'PMC11643149']
['psychad', 'adknowledgeportal.org', 'PMC11643149']
['freshmg', 'adknowledgeportal.org', 'PMC11643149']
['ixi', 'brain-development.org', 'PMC11643205']
['dfci/bch_lgg', nan, 'PMC11643205']
['petfrog', 'openneuro.org', 'PMC11643205']
['soop', 'openneuro.org', 'PMC11643205']
['ds004889', 'openneuro.org', 'PMC11643205']
['humanconnectome_1200', 'humanconnectome.org', 'PMC11643205']
['upenn-gbm', 'www.cancerimagingarchive.net', 'PMC11643205']
['oasis-3', nan, 'PMC11643205']
['brats-2023', 'synapse.org', 'PMC11643205']
['wu1200', 'humanconnectome.org', 'PMC11643205']
['aomic-id1000', 'openneuro.org', 'PMC11643205']
['long579', nan, 'PMC11643205']
['abide', 'fcon_1000.projects.nitrc.org', 'PMC11643205']
['pixar', 'openneuro.org', 'PMC11643205']
['rider', 'doi.org', 'PMC11643205']
['miriad', nan, 'PMC11643205']
['10.7937/k9/tcia.2015.vosn3hn1', 'doi.org', 'PMC11643205']
['ds004856', 'openneuro.org', 'PMC11643205']
['abcd', 'doi.org', 'PMC11643205']
['han', nan, 'PMC11643205']
['ucsf-pdgm', 'www.cancerimagingarchive.net', 'PMC11643205']
['baby', nan, 'PMC11643205']
['nda:2848', 'nda.nih.gov', 'PMC11643205']
['calgary', 'osf.io', 'PMC11643205']
['qin-gbm', 'doi.org', 'PMC11643205']
['upenn-gbm_external_tcia', 'www.cancerimagingarchive.net', 'PMC11643205']
['cbtn-lgg', nan, 'PMC11643205']
['sald', 'fcon_1000.projects.nitrc.org', 'PMC11643205']
['dfci/bch_hgg', nan, 'PMC11643205']
['adni', nan, 'PMC11643205']
['mcsa', nan, 'PMC11643205']
['ds000228', 'openneuro.org', 'PMC11643205']
['10.7937/k9/tcia.2016.nqf4gpn2', 'doi.org', 'PMC11643205']
['radart', 'pediatricstroke.ucsf.edu', 'PMC11643205']
['ppmi', 'www.ppmi-info.org', 'PMC11643205']
['icbm', nan, 'PMC11643205']
['ds003097', 'openneuro.org', 'PMC11643205']
['ping', nan, 'PMC11643205']
['marsh_et-al_2022_scrnaseq_dissociation_artifacts', 'github.com', 'PMC11645269']
['gse152182', 'geo', 'PMC11645269']
['gse152210', 'geo', 'PMC11645269']
['gse188441', 'geo', 'PMC11645269']
['gse152183', 'geo', 'PMC11645269']
['egad00001008541', 'ega-archive.org', 'PMC11645269']
['gse152184', 'geo', 'PMC11645269']
['gse157760', 'geo', 'PMC11645269']
['phs002222.v2.p1', 'dbgap', 'PMC11645269']
['e-mtab-9532', 'arrayexpress', 'PMC11645277']
['e-mtab-9533', 'arrayexpress', 'PMC11645277']
['e-mtab-11536', 'arrayexpress', 'PMC11645277']
['s-subs17', 'www.ebi.ac.uk', 'PMC11645277']
['e-mtab-6701', 'arrayexpress', 'PMC11645277']
['gse173731', 'geo', 'PMC11645277']
['erp123138', 'www.ebi.ac.uk', 'PMC11645277']
['gse185477', 'geo', 'PMC11645277']
['prjeb31843', 'www.ebi.ac.uk', 'PMC11645277']
['e-mtab-10386', 'arrayexpress', 'PMC11645277']
['egas00001004653', 'ega-archive.org', 'PMC11645277']
['e-mtab-10287', 'arrayexpress', 'PMC11645277']
['phs002624.v2.p1', 'dbgap', 'PMC11645277']
['e-mtab-9536', 'arrayexpress', 'PMC11645277']
['yp3txzw64c', 'data.mendeley.com', 'PMC11645277']
['gse163577', 'geo', 'PMC11645277']
['erp165258', 'www.ebi.ac.uk', 'PMC11645277']
['prjeb52292', 'www.ebi.ac.uk', 'PMC11645277']
['gse201333', 'geo', 'PMC11645277']
['gse167186', 'geo', 'PMC11645277']
['e-mtab-13874', 'arrayexpress', 'PMC11645277']
['e-mtab-9543', 'arrayexpress', 'PMC11645277']
['osf.io/8zjf4', 'osf.io', 'PMC11645278']
['srpbs', 'bicr-resource.atr.jp', 'PMC11645278']
['adni', 'ida.loni.usc.edu', 'PMC11645278']
['chcp', 'scidb.cn', 'PMC11645278']
['ftldni', 'ida.loni.usc.edu', 'PMC11645278']
['scp498', 'singlecell.broadinstitute.org', 'PMC11659981']
['tcga-luad', 'portal.gdc.cancer.gov', 'PMC11659981']
['10.5281/zenodo.12092871', 'doi.org', 'PMC11659981']
['gse134432', 'geo', 'PMC11659981']
['gse115469', 'geo', 'PMC11659981']
['e-mtab-6653', 'arrayexpress', 'PMC11659981']
['10x_3k_pbmc', 'support.10xgenomics.com', 'PMC11659981']
['gse162170', 'geo', 'PMC11659981']
['10.5524/102624', 'doi.org', 'PMC11659981']
['scgraph2vec', 'github.com', 'PMC11659981']
['wouters_human_melanoma', 'scope.aertslab.org', 'PMC11659981']
['a2_all_eur_leave23andme', 'www.covid19hg.org', 'PMC11659981']
['e-mtab-6149', 'arrayexpress', 'PMC11659981']
['gse157827', 'geo', 'PMC11661161']
['10.1053/j.gastro.2017.02.039', 'doi.org', 'PMC11661161']
['10.6084/m9.figshare.27041767', 'doi.org', 'PMC11661161']
['mykmal/cowas', 'github.com', 'PMC11661334']
['ukb application #35107', 'www.ukbiobank.ac.uk', 'PMC11661334']
['hippie_v2.3', 'cbdm-01.zdv.uni-mainz.de', 'PMC11661334']
['gcst90027158', 'www.ebi.ac.uk', 'PMC11661334']
['glgc-lipids2021', 'csg.sph.umich.edu', 'PMC11661334']
['cowas', 'synapse.org', 'PMC11661334']
['10.1101/2024.10.02.24314813', 'doi.org', 'PMC11661334']
['gcst007511', 'www.ebi.ac.uk', 'PMC11661334']
['pmc11661334', 'www.ncbi.nlm.nih.gov', 'PMC11661334']
['gcst009325', 'www.ebi.ac.uk', 'PMC11661334']
['mimic-iii', 'synapse.org', 'PMC11661413']
['83bddc1ddf3f97108ad4', 'pdb', 'PMC11665636']
['e-geuv-1', 'ftp.ebi.ac.uk', 'PMC11665636']
['alz-20-8294-s004.xlsx', nan, 'PMC11667510']
['ad_knowledge_portal', 'adknowledgeportal.org', 'PMC11667503']
['telomere_shiny_app', 'telomere.biochem.emory.edu', 'PMC11667503']
['10.5281/zenodo.5543734', 'doi.org', 'PMC11669572']
['10.5281/zenodo.7604233', 'doi.org', 'PMC11669572']
['tcga', 'portal.gdc.cancer.gov', 'PMC11669572']
['cz_cellxgene', 'cellxgene.cziscience.com', 'PMC11673071']
['mancili/hnp', 'github.com', 'PMC11673071']
['linnarsson-lab/adult-human-brain', 'github.com', 'PMC11673071']
['adknowledgeportal', 'adknowledgeportal.org', 'PMC11673071']
['biom14121518-s1', 'www.mdpi.com', 'PMC11673071']
['gse95587', 'geo', 'PMC11674848']
['17cwxrnx1cdm17iib_d8_lyg12vrrohtx', 'pdb', 'PMC11674848']
['brainsci-14-01180-s001', 'www.mdpi.com', 'PMC11674848']
['msbb', nan, 'PMC11674848']
['gtex', 'gtexportal.org', 'PMC11676228']
['tcga-gbm', 'portal.gdc.cancer.gov', 'PMC11676228']
['prjna482620', 'www.ncbi.nlm.nih.gov', 'PMC11676228']
['ivy_glioblastoma_atlas', 'glioblastoma.alleninstitute.org', 'PMC11676228']
['ijms-25-13382-s001', 'www.mdpi.com', 'PMC11676228']
['999f2a15-3d7e-440b-96ae-2c806799c08c', 'pdb', 'PMC11676228']
['tcga-lgg', 'portal.gdc.cancer.gov', 'PMC11676228']
['depmap_20q2_public', 'figshare.com', 'PMC11681178']
['sriram-lab/emt-cobra', 'github.com', 'PMC11681178']
['gse147405', 'geo', 'PMC11681178']
['gse17708', 'geo', 'PMC11681178']
['gse17518', 'geo', 'PMC11681178']
['moesm3', 'doi.org', 'PMC11681178']
['pb180225', 'nuccore', 'PMC11682225']
['gpl13667', 'geo', 'PMC11682225']
['stipmn33', 'doi.org', 'PMC11686138']
['ht264p1', 'tinyurl.com', 'PMC11686138']
['stipmn11', 'doi.org', 'PMC11686138']
['htan_wustl_visium', 'humantumoratlas.org', 'PMC11686138']
['ht232p1-2', 'tinyurl.com', 'PMC11686138']
['ht231p1', 'tinyurl.com', 'PMC11686138']
['stpdac14', 'doi.org', 'PMC11686138']
['ht288p1', 'tinyurl.com', 'PMC11686138']
['ht306p1-4', 'tinyurl.com', 'PMC11686138']
['stipmn12', 'doi.org', 'PMC11686138']
['ht306p1-2', 'tinyurl.com', 'PMC11686138']
['ht224p1', 'tinyurl.com', 'PMC11686138']
['htan_shortlink', 'tinyurl.com', 'PMC11686138']
['stipmn22', 'doi.org', 'PMC11686138']
['ht242p1', 'tinyurl.com', 'PMC11686138']
['ht259p1', 'tinyurl.com', 'PMC11686138']
['10.5281/zenodo.13882933', 'doi.org', 'PMC11686138']
['stipmn34', 'doi.org', 'PMC11686138']
['ht306p1-3', 'tinyurl.com', 'PMC11686138']
['ht231p1-2', 'tinyurl.com', 'PMC11686138']
['stpdac11', 'doi.org', 'PMC11686138']
['stipmn31', 'doi.org', 'PMC11686138']
['ht232p1', 'tinyurl.com', 'PMC11686138']
['gse233254', 'geo', 'PMC11686138']
['stipmn21', 'doi.org', 'PMC11686138']
['ht284p1', 'tinyurl.com', 'PMC11686138']
['stipmn32', 'doi.org', 'PMC11686138']
['ht270p1', 'tinyurl.com', 'PMC11686138']
['stpdac12', 'doi.org', 'PMC11686138']
['ht306p1', 'tinyurl.com', 'PMC11686138']
['stpdac13', 'doi.org', 'PMC11686138']
['gse124685', 'geo', 'PMC11686230']
['gse84133', 'geo', 'PMC11686230']
['egas00001004571', 'ega-archive.org', 'PMC11686230']
['gse50244', 'geo', 'PMC11686230']
['gse186538', 'geo', 'PMC11686230']
['e-mtab-11536', 'arrayexpress', 'PMC11686230']
['gse122960', 'geo', 'PMC11686230']
['gse107019', 'geo', 'PMC11686230']
['gse107572', 'geo', 'PMC11686230']
['gse134692', 'geo', 'PMC11686230']
['gse179590', 'geo', 'PMC11686230']
['gse225740', 'geo', 'PMC11686230']
['ucsc_cell_browser', 'cells.ucsc.edu', 'PMC11686230']
['prjeb31843', 'www.ebi.ac.uk', 'PMC11686230']
['gse189539', 'geo', 'PMC11686230']
['gse115469', 'geo', 'PMC11686230']
['gse160189', 'geo', 'PMC11686230']
['gse132771', 'geo', 'PMC11686230']
['github.com/rnacentre/sccaf-d', 'github.com', 'PMC11686230']
['10.5281/zenodo.14211888', 'doi.org', 'PMC11686230']
['gse135251', 'geo', 'PMC11686230']
['e-mtab-5061', 'arrayexpress', 'PMC11686230']
['gse142465', 'geo', 'PMC11686230']
['covid-19_cell_atlas', 'www.covid19cellatlas.org', 'PMC11686230']
['gse85241', 'geo', 'PMC11686230']
['gse135893', 'geo', 'PMC11686230']
['gse136831', 'geo', 'PMC11686230']
['gse149689', 'geo', 'PMC11686230']
['gse155673', 'geo', 'PMC11686230']
['gse157827', 'geo', 'PMC11686230']
['gse127813', 'geo', 'PMC11686230']
['gse192742', 'geo', 'PMC11686230']
['gse128169', 'geo', 'PMC11686230']
['tabulasapiens-liver', 'cellxgene.cziscience.com', 'PMC11686230']
['10.6084/m9.figshare.27232896', 'doi.org', 'PMC11686230']
['neuroblastoma_cell_atlas', 'www.neuroblastomacellatlas.org', 'PMC11686230']
['gse150910', 'geo', 'PMC11686230']
['cellxgene', 'cellxgene.cziscience.com', 'PMC11686230']
['github.com/rnacentre/sccaf-d_reproducibility', 'github.com', 'PMC11686230']
['gse128033', 'geo', 'PMC11686230']
['gse150728', 'geo', 'PMC11686230']
['gse159929', 'geo', 'PMC11686230']
['msv000096146', 'massive.ucsd.edu', 'PMC11686342']
['gse190125', 'geo', 'PMC11687933']
['gse251967', 'geo', 'PMC11687933']
['11060_2024_4859_moesm1_esm.docx', '11060_2024_4859_moesm1_esm.docx', 'PMC11695672']
['11060_2024_4859_moesm4_esm.docx', '11060_2024_4859_moesm4_esm.docx', 'PMC11695672']
['11060_2024_4859_moesm2_esm.docx', '11060_2024_4859_moesm2_esm.docx', 'PMC11695672']
['11060_2024_4859_moesm6_esm.pdf', '11060_2024_4859_moesm6_esm.pdf', 'PMC11695672']
['11060_2024_4859_moesm5_esm.docx', '11060_2024_4859_moesm5_esm.docx', 'PMC11695672']
['v15.1-public', 'synapse.org', 'PMC11695672']
['11060_2024_4859_moesm3_esm.docx', '11060_2024_4859_moesm3_esm.docx', 'PMC11695672']
['gse248558', 'geo', 'PMC11696116']
['gse37892', 'geo', 'PMC11696116']
['petacc3', 'synapse.org', 'PMC11696116']
['gse33113', 'geo', 'PMC11696116']
['gse223323', 'geo', 'PMC11696116']
['gse270929', 'geo', 'PMC11696116']
['kfsyscc', 'synapse.org', 'PMC11696116']
['gse13294', 'geo', 'PMC11696116']
['amc-ajccii-90', nan, 'PMC11696116']
['gse23878', 'geo', 'PMC11696116']
['gse13067', 'geo', 'PMC11696116']
['gse17536', 'geo', 'PMC11696116']
['gse100478', 'geo', 'PMC11696116']
['tcga', 'www.cancer.gov', 'PMC11696116']
['gse45270', 'geo', 'PMC11696116']
['gse20916', 'geo', 'PMC11696116']
['gse14333', 'geo', 'PMC11696116']
['gse35896', 'geo', 'PMC11696116']
['gse2109', 'geo', 'PMC11696116']
['gse39582', 'geo', 'PMC11696116']
['gse125970', 'geo', 'PMC11696116']
['10.5281/zenodo.14185746', 'doi.org', 'PMC11696116']
['10.5281/zenodo.14020225', 'doi.org', 'PMC11698866']
['10.5281/zenodo.14029094', 'doi.org', 'PMC11698866']
['10.5281/zenodo.14029321', 'doi.org', 'PMC11698866']
['10.5281/zenodo.14004291', 'doi.org', 'PMC11698866']
['tyeulalio/regionalpcs', 'github.com', 'PMC11698866']
['10.5281/zenodo.14004154', 'doi.org', 'PMC11698866']
['10.5281/zenodo.14027753', 'doi.org', 'PMC11698866']
['10.5281/zenodo.14028091', 'doi.org', 'PMC11698866']
['10.5281/zenodo.14027678', 'doi.org', 'PMC11698866']
['regionalpcs', 'bioconductor.org', 'PMC11698866']
['10.5281/zenodo.14004153', 'doi.org', 'PMC11698866']
['10.5281/zenodo.14027807', 'doi.org', 'PMC11698866']
['ad_knowledge_portal', 'adknowledgeportal.org', 'PMC11698866']
['10.5281/zenodo.14016038', 'doi.org', 'PMC11698866']
['10.5281/zenodo.14029154', 'doi.org', 'PMC11698866']
['10.5281/zenodo.14029286', 'doi.org', 'PMC11698866']
['10.5281/zenodo.14027718', 'doi.org', 'PMC11698866']
['10.5281/zenodo.14027962', 'doi.org', 'PMC11698866']
['metsdb', 'relab.xidian.edu.cn', 'PMC11701579']
['gkae916_supplemental_file', 'academic.oup.com', 'PMC11701579']
['lgmf-gnn', 'github.com', 'PMC11701859']
['10.57760/sciencedb.o00115.00013', 'doi.org', 'PMC11701859']
['10.6084/m9.figshare.27107440', 'doi.org', 'PMC11701859']
['ds002748', 'openneuro.org', 'PMC11701859']
['10.6084/m9.figshare.23849127', 'doi.org', 'PMC11702857']
['scp1039', 'singlecell.broadinstitute.org', 'PMC11703337']
['gse107011', 'geo', 'PMC11703337']
['tcga', 'portal.gdc.cancer.gov', 'PMC11703337']
['10.5281/zenodo.14504242', 'doi.org', 'PMC11703337']
['gse149689', 'geo', 'PMC11703337']
['metabric', nan, 'PMC11703337']
['phs000424.v8.p2', 'dbgap', 'PMC11705768']
['phs000178.v11.p8', 'dbgap', 'PMC11705768']
['10.5281/zenodo.13922316', 'doi.org', 'PMC11705768']
['lbd_cwow_shiny', 'fryerlab.shinyapps.io', 'PMC11706328']
['prjna1023207', 'www.ncbi.nlm.nih.gov', 'PMC11706328']
['awae202_supplementary_data', 'awae202_supplementary_data.zip', 'PMC11706328']
['lbd_cwow', 'github.com', 'PMC11706328']
['msigdb_v2023.2', 'www.gsea-msigdb.org', 'PMC11707606']
['titoghose/gwann', 'github.com', 'PMC11707606']
['doi_10.1093/bib/bbae704', 'doi.org', 'PMC11707606']
['supplementary_table_6', 'supplementary_table_6.xlsx', 'PMC11707606']
['supplementary_table_3', 'supplementary_table_3.xlsx', 'PMC11707606']
['supplementary_table_5', 'supplementary_table_5.xlsx', 'PMC11707606']
['pmcid_pmc11707606', 'www.ncbi.nlm.nih.gov', 'PMC11707606']
['supplementary_table_4', 'supplementary_table_4.xlsx', 'PMC11707606']
['ukb project 15181', 'www.ukbiobank.ac.uk', 'PMC11707606']
['10.3233/jad-181085', 'doi.org', 'PMC11707606']
['supplementary_table_2', 'supplementary_table_2.xlsx', 'PMC11707606']
['gwas_catalog_data_release_2024-01-19', nan, 'PMC11707606']
['supplementary_table_1', 'supplementary_table_1.xlsx', 'PMC11707606']
['supplementary_table_7', 'supplementary_table_7.xlsx', 'PMC11707606']
['pj2orwuf2jyykxq', 'vu.data.surfsara.nl', 'PMC11707606']
['gwann_supplementary_file_2024_final', 'gwann_supplementary_file_2024_final.docx', 'PMC11707606']
['supplementary_table_8', 'supplementary_table_8.xlsx', 'PMC11707606']
['10.1016/j.bbi.2019.05.009', 'doi.org', 'PMC11707606']
['mimic-iii', 'physionet.org', 'PMC11716409']
['10.13026/c2f305', 'doi.org', 'PMC11716409']
['medquad', 'github.com', 'PMC11716409']
['breast-cancer-screening-dbt', 'www.cancerimagingarchive.net', 'PMC11716409']
['paquid', 'search.r-project.org', 'PMC11716409']
['10.13026/c28g6p', 'doi.org', 'PMC11716409']
['gse16476', 'geo', 'PMC11716409']
['e-mtab-8248', 'arrayexpress', 'PMC11716409']
['10.24432/c5bs32', 'doi.org', 'PMC11716409']
['gse79209', 'geo', 'PMC11716409']
['10.13026/ncq1-vp79', 'doi.org', 'PMC11725373']
['phs000748', 'www.ncbi.nlm.nih.gov', 'PMC11733535']
['gse44170', 'geo', 'PMC11734413']
['10.6084/m9.figshare.23259305', 'doi.org', 'PMC11734413']
['hra008178', 'ngdc.cncb.ac.cn', 'PMC11734413']
['gse81089', 'geo', 'PMC11734413']
['gse186538', 'geo', 'PMC11739505']
['gse118257', 'geo', 'PMC11739505']
['gse178146', 'geo', 'PMC11739505']
['gse137444', 'geo', 'PMC11739505']
['gse157277', 'geo', 'PMC11739505']
['jhpce#tran2021', 'app.globus.org', 'PMC11739505']
['gse157827', 'geo', 'PMC11739505']
['gse138852', 'geo', 'PMC11739505']
['gse174367', 'geo', 'PMC11739505']
['gse157783', 'geo', 'PMC11739505']
['gse164485', 'geo', 'PMC11739505']
['gse159812', 'geo', 'PMC11739505']
['gse147528', 'geo', 'PMC11739505']
['gse153807', 'geo', 'PMC11739505']
['srx030445', 'www.ncbi.nlm.nih.gov', 'PMC11741299']
['gse267154', 'geo', 'PMC11741299']
['encsr637xsc', 'www.encodeproject.org', 'PMC11741299']
['srr1565782', 'www.ncbi.nlm.nih.gov', 'PMC11741299']
['gse31388', 'geo', 'PMC11741299']
['srr1565781', 'www.ncbi.nlm.nih.gov', 'PMC11741299']
['10.5281/zenodo.5543734', 'doi.org', 'PMC11741481']
['al137789.1', 'nuccore', 'PMC11741481']
['glasslab_braincelltypes_hg19', 'genome.ucsc.edu', 'PMC11741481']
['gcst90027158', 'ftp.ebi.ac.uk', 'PMC11741481']
['al355353.1', 'nuccore', 'PMC11741481']
['metabrain', 'www.metabrain.nl', 'PMC11741481']
['gcst007320', 'ftp.ebi.ac.uk', 'PMC11741481']
['gcst007511', 'ftp.ebi.ac.uk', 'PMC11741481']
['gcst013197', 'ftp.ebi.ac.uk', 'PMC11741481']
['dsigdb', 'dsigdb.tanlab.org', 'PMC11741481']
['gcst90012877', 'ftp.ebi.ac.uk', 'PMC11741481']
['nct01454297', 'clinicaltrials.gov', 'PMC11750583']
['phs000748.v7.p4', 'dbgap', 'PMC11750583']
['10.1016/j.isci.2024.111620', 'doi.org', 'PMC11750583']
['41531_2025_870_moesm1_esm.pdf', '41531_2025_870_moesm1_esm.pdf', 'PMC11751448']
['gse178265', 'geo', 'PMC11751448']
['gcst007780', 'www.ebi.ac.uk', 'PMC11751448']
['41531_2025_870_moesm2_esm.xlsx', '41531_2025_870_moesm2_esm.xlsx', 'PMC11751448']
['gcst009325', 'www.ebi.ac.uk', 'PMC11751448']
['039301', 'www.jax.org', 'PMC11752804']
['gse206744', 'geo', 'PMC11752804']
['gse222494', 'geo', 'PMC11752804']
['10.5061/dryad.m63xsj4ck', 'doi.org', 'PMC11752804']
['tcga-coad', 'portal.gdc.cancer.gov', 'PMC11754107']
['gsm7058755', 'geo', 'PMC11754107']
['phs002371.v6.p1', 'dbgap', 'PMC11754107']
['adni', 'adni.loni.usc.edu', 'PMC11772740']
['gdsc', nan, 'PMC11775245']
['oneil', nan, 'PMC11775245']
['ccle', nan, 'PMC11775245']
['lincs_l1000', nan, 'PMC11775245']
['lbiophyevo/drugsynergy', 'github.com', 'PMC11775245']
['drugcomb', 'drugcomb.org', 'PMC11775245']
['nci-almanac', nan, 'PMC11775245']
['dream', nan, 'PMC11775245']
['gse281129', 'geo', 'PMC11779630']
['gencode_release_24', 'www.gencodegenes.org', 'PMC11779630']
['gse205013', 'geo', 'PMC11779630']
['engjen/liver_lung_pdac', 'github.com', 'PMC11779630']
['paad_tcga_pan_can_atlas_2018', 'www.cbioportal.org', 'PMC11779630']
['phs003597.v1.p1', 'dbgap', 'PMC11779630']
['metabrain', 'www.metabrain.nl', 'PMC11780873']
['gtex_v8', 'gtexportal.org', 'PMC11780873']
['egad00010001657', 'www.ebi.ac.uk', 'PMC11780873']
['pxd059716', 'www.ebi.ac.uk', 'PMC11785194']
['gse135779', 'geo', 'PMC11785523']
['gse158055', 'geo', 'PMC11785523']
['gse162025', 'geo', 'PMC11785523']
['hra009014', 'ngdc.cncb.ac.cn', 'PMC11785523']
['gse168732', 'geo', 'PMC11785523']
['hra000150', 'ngdc.cncb.ac.cn', 'PMC11785523']
['nct05206643', 'clinicaltrials.gov', 'PMC11785523']
['rosmap', 'www.radc.rush.edu', 'PMC11792374']
['favor', 'favor.genohub.org', 'PMC11796105']
['tflink', 'tflink.net', 'PMC11796105']
['ukb_application_140822', 'www.ukbiobank.ac.uk', 'PMC11796105']
['10.5281/zenodo.12786135', 'doi.org', 'PMC11796105']
['wanghanmath/maat', 'github.com', 'PMC11796105']
['phegeni', 'www.ncbi.nlm.nih.gov', 'PMC11796105']
['ewas_catalog', 'www.ewascatalog.org', 'PMC11796105']
['string', 'string-db.org', 'PMC11796105']
['phs000424.v8.p2', 'dbgap', 'PMC11796105']
['hrt_atlas_v1.0', 'housekeeping.unicamp.br', 'PMC11796105']
['noae206_suppl_supplementary_tables_s1-s8_figures_s1-s9', 'noae206_suppl_supplementary_tables_s1-s8_figures_s1-s9.zip', 'PMC11812038']
['egas00001006345', 'ega-archive.org', 'PMC11821528']
['egas50000000687', 'ega-archive.org', 'PMC11821528']
['johnsonlab-ic/singlecell-mr', 'github.com', 'PMC11821528']
['13343729', 'pdb', 'PMC11821528']
['ieu-b-4838', 'gwas.mrcieu.ac.uk', 'PMC11822667']
['gcst90012878', 'ftp.ebi.ac.uk', 'PMC11822667']
['10.5281/zenodo.1302861', 'doi.org', 'PMC11822667']
['gse194086', 'geo', 'PMC11822667']
['10283/3645', 'pdb', 'PMC11822667']
['ukb-b-17422', 'gwas.mrcieu.ac.uk', 'PMC11822667']
['ieu-b-2', 'gwas.mrcieu.ac.uk', 'PMC11822667']
['egas00001005760', 'ega-archive.org', 'PMC11838931']
['phs000464', 'dbgap', 'PMC11838931']
['phs000218', 'dbgap', 'PMC11838931']
['phs002276.v2.p1', 'dbgap', 'PMC11838931']
['phs000465', 'dbgap', 'PMC11838931']
['egas00001004701', 'ega-archive.org', 'PMC11838931']
['gsm7494309', 'geo', 'PMC11838931']
['gse235063', 'geo', 'PMC11838931']
['gsm7494310', 'geo', 'PMC11838931']
['10.1038/s43587-024-00778-x', 'doi.org', 'PMC11839474']
['syn2787215', 'synapse.org', 'PMC11839474']
['10.1101/2024.09.10.610174', 'doi.org', 'PMC11839474']
['amp-ad', 'synapse.org', 'PMC11844006']
['12864_2025_11362_moesm1_esm.xlsx', '12864_2025_11362_moesm1_esm.xlsx', 'PMC11844006']
['12864_2025_11362_moesm2_esm.pdf', '12864_2025_11362_moesm2_esm.pdf', 'PMC11844006']
['gse129308', 'geo', 'PMC11846481']
['gse138852', 'geo', 'PMC11846481']
['gse148822', 'geo', 'PMC11846481']
['gse147672', 'geo', 'PMC11846481']
['gse163952', 'geo', 'PMC11846481']
['syn64112114', 'synapse.org', 'PMC11846862']
['alz-21-e14476-s012.pdf', 'www.ncbi.nlm.nih.gov', 'PMC11848167']
['alz-21-e14476-s001.xlsx', 'www.ncbi.nlm.nih.gov', 'PMC11848167']
['alz-21-e14419-s002.xlsx', nan, 'PMC11848196']
['gse146397', 'geo', 'PMC11848634']
['gse130711', 'geo', 'PMC11848634']
['dat-ek5dbmu', 'assets.nemoarchive.org', 'PMC11848634']
['dat-jb2f34y', 'assets.nemoarchive.org', 'PMC11848634']
['housekeeping_geneshuman.csv', 'housekeeping.unicamp.br', 'PMC11848634']
['4dglab/see (github)', 'pdb', 'PMC11848634']
['gse223917', 'geo', 'PMC11848634']
['4dnucleome', 'pdb', 'PMC11848634']
['encode', 'www.encodeproject.org', 'PMC11848634']
['ages-rs', 'hjarta.is', 'PMC11850607']
['phs000572.v8.p4', 'dbgap', 'PMC11851317']
['hum0237.v1', 'humandbs.biosciencedbc.jp', 'PMC11851317']
['gvm000652', 'ngdc.cncb.ac.cn', 'PMC11851317']
['gcst90012878', 'www.ebi.ac.uk', 'PMC11851317']
['pubchem', 'pubchem.ncbi.nlm.nih.gov', 'PMC11852220']
['ukb-ppp', 'synapse.org', 'PMC11852220']
['8caa', 'pdb', 'PMC11852220']
['2lll', 'pdb', 'PMC11852220']
['dsigdbv1.0', 'dsigdb.tanlab.org', 'PMC11852220']
['genecards', 'www.genecards.org', 'PMC11852220']
['7lwh', 'pdb', 'PMC11852220']
['bioengineering-12-00126-s001', 'www.mdpi.com', 'PMC11852220']
['moesm8', 'www.nature.com', 'PMC11862118']
['moesm7', 'www.nature.com', 'PMC11862118']
['srp312418', 'www.ncbi.nlm.nih.gov', 'PMC11862118']
['moesm6', 'www.nature.com', 'PMC11862118']
['moesm10', 'www.nature.com', 'PMC11862118']
['moesm2', 'www.nature.com', 'PMC11862118']
['moesm13', 'www.nature.com', 'PMC11862118']
['10.5281/zenodo.14641642', 'doi.org', 'PMC11862118']
['moesm5', 'www.nature.com', 'PMC11862118']
['moesm12', 'www.nature.com', 'PMC11862118']
['moesm4', 'www.nature.com', 'PMC11862118']
['moesm9', 'www.nature.com', 'PMC11862118']
['moesm1', 'www.nature.com', 'PMC11862118']
['moesm11', 'www.nature.com', 'PMC11862118']
['moesm3', 'www.nature.com', 'PMC11862118']
['xxulab1230/ad_gbm', 'github.com', 'PMC11865232']
['cgga', 'www.cgga.org.cn', 'PMC11865232']
['tcga', 'tcga-data.nci.nih.gov', 'PMC11865232']
['gse162631', 'geo', 'PMC11865232']
['gse138794', 'geo', 'PMC11865232']
['adni', 'adni.loni.usc.edu', 'PMC11865232']
['kirc_srlncrnas', 'github.com', 'PMC11869577']
['gse29609', 'geo', 'PMC11869577']
